dep;semaine;pop;P;T;Ti;Tp;Td;cl_age90
01;2020-S48;656955,00;1236,00;10481,00;188,14;11,79;1595,39;0
02;2020-S44;526050,00;1712,00;12750,00;325,44;13,43;2423,72;0
02;2020-S45;526050,00;1754,00;13742,00;333,43;12,76;2612,30;0
02;2020-S46;526050,00;1152,00;10525,00;218,99;10,95;2000,76;0
02;2020-S47;526050,00;844,00;9659,00;160,44;8,74;1836,14;0
02;2020-S48;526050,00;660,00;8743,00;125,46;7,55;1662,01;0
03;2020-S44;331315,00;1960,00;12601,00;591,58;15,55;3803,33;0
03;2020-S45;331315,00;1779,00;13352,00;536,95;13,32;4030,00;0
03;2020-S46;331315,00;1264,00;10594,00;381,51;11,93;3197,56;0
03;2020-S47;331315,00;679,00;7840,00;204,94;8,66;2366,33;0
03;2020-S48;331315,00;541,00;6984,00;163,29;7,75;2107,96;0
04;2020-S44;165197,00;589,00;4141,00;356,54;14,22;2506,70;0
04;2020-S45;165197,00;765,00;5044,00;463,08;15,17;3053,32;0
04;2020-S46;165197,00;460,00;3879,00;278,46;11,86;2348,11;0
04;2020-S47;165197,00;347,00;3751,00;210,05;9,25;2270,62;0
04;2020-S48;165197,00;223,00;3065,00;134,99;7,28;1855,36;0
05;2020-S44;141756,00;1062,00;4191,00;749,17;25,34;2956,49;0
05;2020-S45;141756,00;1033,00;4260,00;728,72;24,25;3005,16;0
05;2020-S46;141756,00;636,00;3735,00;448,66;17,03;2634,81;0
05;2020-S47;141756,00;487,00;3595,00;343,55;13,55;2536,05;0
05;2020-S48;141756,00;308,00;3160,00;217,27;9,75;2229,18;0
06;2020-S44;1079396,00;3713,00;31816,00;343,99;11,67;2947,57;0
06;2020-S45;1079396,00;3960,00;32501,00;366,87;12,18;3011,04;0
06;2020-S46;1079396,00;2444,00;27390,00;226,42;8,92;2537,53;0
06;2020-S47;1079396,00;1924,00;26106,00;178,25;7,37;2418,57;0
06;2020-S48;1079396,00;1502,00;24767,00;139,15;6,06;2294,52;0
07;2020-S44;326875,00;2416,00;11309,00;739,12;21,36;3459,73;0
07;2020-S45;326875,00;1952,00;10946,00;597,17;17,83;3348,68;0
07;2020-S46;326875,00;1247,00;7862,00;381,49;15,86;2405,20;0
07;2020-S47;326875,00;702,00;6278,00;214,76;11,18;1920,61;0
07;2020-S48;326875,00;496,00;4732,00;151,74;10,48;1447,65;0
08;2020-S44;265531,00;1332,00;9522,00;501,64;13,99;3586,02;0
08;2020-S45;265531,00;1320,00;10077,00;497,12;13,10;3795,04;0
08;2020-S46;265531,00;980,00;7836,00;369,07;12,51;2951,07;0
08;2020-S47;265531,00;748,00;7019,00;281,70;10,66;2643,38;0
08;2020-S48;265531,00;600,00;6974,00;225,96;8,60;2626,44;0
09;2020-S44;152398,00;520,00;4914,00;341,21;10,58;3224,45;0
09;2020-S45;152398,00;395,00;4707,00;259,19;8,39;3088,62;0
09;2020-S46;152398,00;168,00;3153,00;110,24;5,33;2068,92;0
09;2020-S47;152398,00;105,00;2862,00;68,90;3,67;1877,98;0
09;2020-S48;152398,00;98,00;2280,00;64,31;4,30;1496,08;0
10;2020-S44;309907,00;1424,00;8797,00;459,49;16,19;2838,59;0
10;2020-S45;309907,00;1196,00;8964,00;385,92;13,34;2892,48;0
10;2020-S46;309907,00;759,00;7036,00;244,91;10,79;2270,36;0
10;2020-S47;309907,00;679,00;6844,00;219,10;9,92;2208,40;0
10;2020-S48;309907,00;462,00;6242,00;149,08;7,40;2014,15;0
11;2020-S44;372705,00;1215,00;11090,00;326,00;10,96;2975,54;0
11;2020-S45;372705,00;1238,00;13073,00;332,17;9,47;3507,60;0
11;2020-S46;372705,00;662,00;9732,00;177,62;6,80;2611,18;0
11;2020-S47;372705,00;318,00;7295,00;85,32;4,36;1957,31;0
11;2020-S48;372705,00;183,00;6157,00;49,10;2,97;1651,98;0
12;2020-S44;278360,00;1420,00;11722,00;510,13;12,11;4211,09;0
12;2020-S45;278360,00;1100,00;12124,00;395,17;9,07;4355,51;0
12;2020-S46;278360,00;576,00;8803,00;206,93;6,54;3162,45;0
12;2020-S47;278360,00;326,00;6650,00;117,11;4,90;2388,99;0
12;2020-S48;278360,00;260,00;5505,00;93,40;4,72;1977,65;0
13;2020-S44;2034469,00;12408,00;90889,00;609,89;13,65;4467,46;0
13;2020-S45;2034469,00;10234,00;85637,00;503,03;11,95;4209,30;0
13;2020-S46;2034469,00;5803,00;68582,00;285,23;8,46;3371,00;0
13;2020-S47;2034469,00;4211,00;62181,00;206,98;6,77;3056,38;0
13;2020-S48;2034469,00;2933,00;54221,00;144,17;5,41;2665,12;0
14;2020-S44;691453,00;2663,00;20177,00;385,13;13,20;2918,06;0
14;2020-S45;691453,00;1894,00;19063,00;273,92;9,94;2756,95;0
14;2020-S46;691453,00;1171,00;15768,00;169,35;7,43;2280,42;0
14;2020-S47;691453,00;790,00;14687,00;114,25;5,38;2124,08;0
14;2020-S48;691453,00;475,00;11908,00;68,70;3,99;1722,17;0
15;2020-S44;142811,00;466,00;4275,00;326,31;10,90;2993,47;0
15;2020-S45;142811,00;423,00;4189,00;296,20;10,10;2933,25;0
15;2020-S46;142811,00;280,00;4001,00;196,06;7,00;2801,60;0
15;2020-S47;142811,00;213,00;3469,00;149,15;6,14;2429,08;0
15;2020-S48;142811,00;139,00;2878,00;97,33;4,83;2015,25;0
16;2020-S44;348180,00;703,00;6612,00;201,91;10,63;1899,02;0
16;2020-S45;348180,00;751,00;8201,00;215,69;9,16;2355,39;0
16;2020-S46;348180,00;559,00;7796,00;160,55;7,17;2239,07;0
16;2020-S47;348180,00;385,00;6957,00;110,57;5,53;1998,10;0
16;2020-S48;348180,00;259,00;4869,00;74,39;5,32;1398,41;0
17;2020-S44;647080,00;1047,00;13199,00;161,80;7,93;2039,78;0
17;2020-S45;647080,00;731,00;11295,00;112,97;6,47;1745,53;0
17;2020-S46;647080,00;502,00;10915,00;77,58;4,60;1686,81;0
17;2020-S47;647080,00;313,00;11441,00;48,37;2,74;1768,10;0
17;2020-S48;647080,00;248,00;10912,00;38,33;2,27;1686,34;0
18;2020-S44;296404,00;1299,00;7496,00;438,25;17,33;2528,98;0
18;2020-S45;296404,00;1284,00;8498,00;433,19;15,11;2867,03;0
18;2020-S46;296404,00;802,00;6851,00;270,58;11,71;2311,37;0
18;2020-S47;296404,00;512,00;6668,00;172,74;7,68;2249,63;0
18;2020-S48;296404,00;304,00;5676,00;102,56;5,36;1914,95;0
19;2020-S44;240336,00;695,00;7097,00;289,18;9,79;2952,95;0
19;2020-S45;240336,00;777,00;7802,00;323,30;9,96;3246,29;0
19;2020-S46;240336,00;508,00;6941,00;211,37;7,32;2888,04;0
19;2020-S47;240336,00;293,00;5242,00;121,91;5,59;2181,11;0
19;2020-S48;240336,00;176,00;3882,00;73,23;4,53;1615,24;0
21;2020-S44;532886,00;2791,00;18366,00;523,75;15,20;3446,52;0
21;2020-S45;532886,00;2973,00;18242,00;557,91;16,30;3423,25;0
21;2020-S46;532886,00;1649,00;14458,00;309,45;11,41;2713,15;0
21;2020-S47;532886,00;993,00;11987,00;186,34;8,28;2249,45;0
21;2020-S48;532886,00;731,00;10074,00;137,18;7,26;1890,46;0
22;2020-S44;596186,00;1097,00;11963,00;184,00;9,17;2006,59;0
22;2020-S45;596186,00;1287,00;14876,00;215,87;8,65;2495,19;0
22;2020-S46;596186,00;821,00;11700,00;137,71;7,02;1962,47;0
22;2020-S47;596186,00;513,00;10455,00;86,05;4,91;1753,65;0
22;2020-S48;596186,00;330,00;9653,00;55,35;3,42;1619,13;0
23;2020-S44;116270,00;504,00;4746,00;433,47;10,62;4081,88;0
23;2020-S45;116270,00;506,00;5072,00;435,19;9,98;4362,26;0
23;2020-S46;116270,00;339,00;4180,00;291,56;8,11;3595,08;0
23;2020-S47;116270,00;146,00;2977,00;125,57;4,90;2560,42;0
23;2020-S48;116270,00;87,00;2070,00;74,83;4,20;1780,34;0
24;2020-S44;408393,00;1272,00;12205,00;311,46;10,42;2988,54;0
24;2020-S45;408393,00;1198,00;12854,00;293,34;9,32;3147,46;0
24;2020-S46;408393,00;667,00;9512,00;163,32;7,01;2329,13;0
24;2020-S47;408393,00;392,00;6990,00;95,99;5,61;1711,59;0
24;2020-S48;408393,00;274,00;6899,00;67,09;3,97;1689,30;0
25;2020-S44;539449,00;3483,00;18371,00;645,66;18,96;3405,51;0
25;2020-S45;539449,00;3910,00;20349,00;724,81;19,21;3772,18;0
25;2020-S46;539449,00;2573,00;15934,00;476,97;16,15;2953,75;0
25;2020-S47;539449,00;1699,00;13648,00;314,95;12,45;2529,99;0
25;2020-S48;539449,00;1232,00;11385,00;228,38;10,82;2110,49;0
26;2020-S44;520560,00;3739,00;17189,00;718,26;21,75;3302,02;0
26;2020-S45;520560,00;3466,00;18253,00;665,82;18,99;3506,42;0
26;2020-S46;520560,00;1848,00;13283,00;355,00;13,91;2551,68;0
26;2020-S47;520560,00;1174,00;10839,00;225,53;10,83;2082,18;0
26;2020-S48;520560,00;808,00;7794,00;155,22;10,37;1497,23;0
27;2020-S44;600687,00;2147,00;12663,00;357,42;16,95;2108,09;0
27;2020-S45;600687,00;1993,00;13676,00;331,79;14,57;2276,73;0
27;2020-S46;600687,00;1323,00;11346,00;220,25;11,66;1888,84;0
27;2020-S47;600687,00;963,00;10869,00;160,32;8,86;1809,43;0
27;2020-S48;600687,00;577,00;8839,00;96,06;6,53;1471,48;0
28;2020-S44;429425,00;1439,00;10042,00;335,10;14,33;2338,48;0
28;2020-S45;429425,00;1305,00;9410,00;303,89;13,87;2191,30;0
28;2020-S46;429425,00;810,00;7874,00;188,62;10,29;1833,61;0
28;2020-S47;429425,00;678,00;7586,00;157,89;8,94;1766,55;0
28;2020-S48;429425,00;404,00;6394,00;94,08;6,32;1488,97;0
29;2020-S44;906554,00;1700,00;20203,00;187,52;8,41;2228,55;0
29;2020-S45;906554,00;1526,00;21455,00;168,33;7,11;2366,65;0
29;2020-S46;906554,00;748,00;15496,00;82,51;4,83;1709,33;0
29;2020-S47;906554,00;322,00;11438,00;35,52;2,82;1261,70;0
29;2020-S48;906554,00;158,00;10614,00;17,43;1,49;1170,81;0
2A;2020-S44;162421,00;795,00;6017,00;489,47;13,21;3704,57;0
2A;2020-S45;162421,00;588,00;7025,00;362,02;8,37;4325,18;0
2A;2020-S46;162421,00;156,00;4242,00;96,05;3,68;2611,73;0
2A;2020-S47;162421,00;80,00;3100,00;49,25;2,58;1908,62;0
2A;2020-S48;162421,00;58,00;2822,00;35,71;2,06;1737,46;0
2B;2020-S44;182258,00;624,00;7170,00;342,37;8,70;3933,98;0
2B;2020-S45;182258,00;417,00;7115,00;228,80;5,86;3903,81;0
2B;2020-S46;182258,00;244,00;4962,00;133,88;4,92;2722,51;0
2B;2020-S47;182258,00;104,00;4013,00;57,06;2,59;2201,82;0
2B;2020-S48;182258,00;56,00;3210,00;30,73;1,74;1761,24;0
30;2020-S44;748468,00;4690,00;24202,00;626,61;19,38;3233,54;0
30;2020-S45;748468,00;3765,00;24230,00;503,03;15,54;3237,28;0
30;2020-S46;748468,00;2226,00;19084,00;297,41;11,66;2549,74;0
30;2020-S47;748468,00;1279,00;17135,00;170,88;7,46;2289,34;0
30;2020-S48;748468,00;820,00;14450,00;109,56;5,67;1930,61;0
31;2020-S44;1400935,00;5311,00;41091,00;379,10;12,92;2933,11;0
31;2020-S45;1400935,00;4306,00;39196,00;307,37;10,99;2797,85;0
31;2020-S46;1400935,00;2459,00;31581,00;175,53;7,79;2254,28;0
31;2020-S47;1400935,00;1442,00;26848,00;102,93;5,37;1916,43;0
31;2020-S48;1400935,00;968,00;23459,00;69,10;4,13;1674,52;0
32;2020-S44;190040,00;444,00;4732,00;233,64;9,38;2490,00;0
32;2020-S45;190040,00;518,00;4846,00;272,57;10,69;2549,99;0
32;2020-S46;190040,00;314,00;3566,00;165,23;8,81;1876,45;0
32;2020-S47;190040,00;210,00;3295,00;110,50;6,37;1733,85;0
32;2020-S48;190040,00;219,00;3140,00;115,24;6,97;1652,28;0
33;2020-S44;1633440,00;3936,00;35251,00;240,96;11,17;2158,08;0
33;2020-S45;1633440,00;3943,00;37491,00;241,39;10,52;2295,22;0
33;2020-S46;1633440,00;2449,00;30994,00;149,93;7,90;1897,47;0
33;2020-S47;1633440,00;1524,00;26525,00;93,30;5,75;1623,87;0
33;2020-S48;1633440,00;1009,00;22934,00;61,77;4,40;1404,03;0
34;2020-S44;1176145,00;5519,00;39228,00;469,24;14,07;3335,30;0
34;2020-S45;1176145,00;4809,00;38796,00;408,88;12,40;3298,57;0
34;2020-S46;1176145,00;2701,00;29873,00;229,65;9,04;2539,91;0
34;2020-S47;1176145,00;1376,00;26311,00;116,99;5,23;2237,05;0
34;2020-S48;1176145,00;903,00;23214,00;76,78;3,89;1973,74;0
35;2020-S44;1082073,00;3462,00;26197,00;319,94;13,22;2421,00;0
35;2020-S45;1082073,00;3157,00;26605,00;291,75;11,87;2458,71;0
35;2020-S46;1082073,00;1777,00;21637,00;164,22;8,21;1999,59;0
35;2020-S47;1082073,00;802,00;15845,00;74,12;5,06;1464,32;0
35;2020-S48;1082073,00;581,00;12735,00;53,69;4,56;1176,91;0
36;2020-S44;217139,00;598,00;5140,00;275,40;11,63;2367,15;0
36;2020-S45;217139,00;620,00;5393,00;285,53;11,50;2483,66;0
36;2020-S46;217139,00;520,00;4764,00;239,48;10,92;2193,99;0
36;2020-S47;217139,00;250,00;4128,00;115,13;6,06;1901,09;0
36;2020-S48;217139,00;234,00;3174,00;107,77;7,37;1461,74;0
37;2020-S44;605380,00;2433,00;19001,00;401,90;12,80;3138,69;0
37;2020-S45;605380,00;1936,00;17222,00;319,80;11,24;2844,82;0
37;2020-S46;605380,00;1128,00;13485,00;186,33;8,36;2227,53;0
37;2020-S47;605380,00;639,00;10265,00;105,55;6,23;1695,63;0
37;2020-S48;605380,00;442,00;8373,00;73,01;5,28;1383,10;0
38;2020-S44;1264979,00;11433,00;41867,00;903,81;27,31;3309,70;0
38;2020-S45;1264979,00;10949,00;43947,00;865,55;24,91;3474,13;0
38;2020-S46;1264979,00;6415,00;33116,00;507,12;19,37;2617,91;0
38;2020-S47;1264979,00;4098,00;27985,00;323,96;14,64;2212,29;0
38;2020-S48;1264979,00;2494,00;22271,00;197,16;11,20;1760,58;0
39;2020-S44;257849,00;1869,00;9868,00;724,84;18,94;3827,05;0
39;2020-S45;257849,00;1732,00;10578,00;671,71;16,37;4102,40;0
39;2020-S46;257849,00;1041,00;8134,00;403,72;12,80;3154,56;0
39;2020-S47;257849,00;632,00;6444,00;245,10;9,81;2499,14;0
39;2020-S48;257849,00;510,00;5338,00;197,79;9,55;2070,20;0
40;2020-S44;411979,00;1167,00;10043,00;283,27;11,62;2437,75;0
40;2020-S45;411979,00;1434,00;12265,00;348,08;11,69;2977,09;0
40;2020-S46;411979,00;900,00;10391,00;218,46;8,66;2522,22;0
40;2020-S47;411979,00;593,00;8683,00;143,94;6,83;2107,63;0
40;2020-S48;411979,00;503,00;6962,00;122,09;7,22;1689,89;0
41;2020-S44;327835,00;1024,00;6775,00;312,35;15,11;2066,59;0
41;2020-S45;327835,00;879,00;7803,00;268,12;11,26;2380,16;0
41;2020-S46;327835,00;611,00;6040,00;186,37;10,12;1842,39;0
41;2020-S47;327835,00;396,00;5121,00;120,79;7,73;1562,07;0
41;2020-S48;327835,00;381,00;4891,00;116,22;7,79;1491,91;0
42;2020-S44;764737,00;9108,00;36774,00;1191,00;24,77;4808,71;0
42;2020-S45;764737,00;7822,00;35429,00;1022,84;22,08;4632,83;0
42;2020-S46;764737,00;4514,00;25237,00;590,27;17,89;3300,09;0
42;2020-S47;764737,00;2307,00;18269,00;301,67;12,63;2388,93;0
42;2020-S48;764737,00;1467,00;14804,00;191,83;9,91;1935,83;0
43;2020-S44;226901,00;2592,00;9275,00;1142,35;27,95;4087,69;0
43;2020-S45;226901,00;2381,00;9426,00;1049,36;25,26;4154,23;0
43;2020-S46;226901,00;1282,00;6898,00;565,00;18,59;3040,09;0
43;2020-S47;226901,00;733,00;5363,00;323,05;13,67;2363,59;0
43;2020-S48;226901,00;397,00;3931,00;174,97;10,10;1732,47;0
44;2020-S44;1437137,00;5286,00;39338,00;367,81;13,44;2737,25;0
44;2020-S45;1437137,00;4802,00;40180,00;334,14;11,95;2795,84;0
44;2020-S46;1437137,00;2658,00;29584,00;184,95;8,98;2058,54;0
44;2020-S47;1437137,00;1409,00;23349,00;98,04;6,03;1624,69;0
44;2020-S48;1437137,00;804,00;18432,00;55,94;4,36;1282,55;0
45;2020-S44;682890,00;3297,00;21371,00;482,80;15,43;3129,49;0
45;2020-S45;682890,00;3106,00;23742,00;454,83;13,08;3476,69;0
45;2020-S46;682890,00;1905,00;15970,00;278,96;11,93;2338,59;0
45;2020-S47;682890,00;1279,00;14775,00;187,29;8,66;2163,60;0
45;2020-S48;682890,00;947,00;13457,00;138,68;7,04;1970,60;0
46;2020-S44;173166,00;339,00;4131,00;195,77;8,21;2385,57;0
46;2020-S45;173166,00;365,00;3793,00;210,78;9,62;2190,38;0
46;2020-S46;173166,00;310,00;3505,00;179,02;8,84;2024,07;0
46;2020-S47;173166,00;198,00;3428,00;114,34;5,78;1979,60;0
46;2020-S48;173166,00;101,00;2931,00;58,33;3,45;1692,60;0
47;2020-S44;330336,00;886,00;7228,00;268,21;12,26;2188,08;0
47;2020-S45;330336,00;1007,00;9008,00;304,84;11,18;2726,92;0
47;2020-S46;330336,00;792,00;8111,00;239,76;9,76;2455,38;0
47;2020-S47;330336,00;547,00;7161,00;165,59;7,64;2167,79;0
47;2020-S48;330336,00;428,00;6709,00;129,57;6,38;2030,96;0
48;2020-S44;76286,00;398,00;2261,00;521,72;17,60;2963,85;0
48;2020-S45;76286,00;476,00;2522,00;623,97;18,87;3305,98;0
48;2020-S46;76286,00;277,00;2137,00;363,11;12,96;2801,30;0
48;2020-S47;76286,00;195,00;1692,00;255,62;11,52;2217,97;0
48;2020-S48;76286,00;201,00;1747,00;263,48;11,51;2290,07;0
49;2020-S44;815881,00;3578,00;25419,00;438,54;14,08;3115,53;0
49;2020-S45;815881,00;3157,00;23886,00;386,94;13,22;2927,63;0
49;2020-S46;815881,00;1917,00;18418,00;234,96;10,41;2257,44;0
49;2020-S47;815881,00;949,00;14966,00;116,32;6,34;1834,34;0
49;2020-S48;815881,00;640,00;12140,00;78,44;5,27;1487,96;0
50;2020-S44;490669,00;994,00;10291,00;202,58;9,66;2097,34;0
50;2020-S45;490669,00;1038,00;11485,00;211,55;9,04;2340,68;0
50;2020-S46;490669,00;620,00;8823,00;126,36;7,03;1798,16;0
50;2020-S47;490669,00;505,00;8249,00;102,92;6,12;1681,17;0
50;2020-S48;490669,00;269,00;7353,00;54,82;3,66;1498,57;0
51;2020-S44;563823,00;2236,00;14856,00;396,58;15,05;2634,87;0
51;2020-S45;563823,00;1646,00;14332,00;291,94;11,48;2541,93;0
51;2020-S46;563823,00;1013,00;10990,00;179,67;9,22;1949,19;0
51;2020-S47;563823,00;713,00;10541,00;126,46;6,76;1869,56;0
51;2020-S48;563823,00;426,00;8771,00;75,56;4,86;1555,63;0
52;2020-S44;169250,00;827,00;4928,00;488,63;16,78;2911,67;0
52;2020-S45;169250,00;931,00;5993,00;550,07;15,53;3540,92;0
52;2020-S46;169250,00;737,00;5367,00;435,45;13,73;3171,05;0
52;2020-S47;169250,00;363,00;4321,00;214,48;8,40;2553,03;0
52;2020-S48;169250,00;246,00;3224,00;145,35;7,63;1904,87;0
53;2020-S44;305365,00;1236,00;7392,00;404,76;16,72;2420,71;0
53;2020-S45;305365,00;965,00;6830,00;316,02;14,13;2236,67;0
53;2020-S46;305365,00;796,00;7192,00;260,67;11,07;2355,21;0
53;2020-S47;305365,00;479,00;5839,00;156,86;8,20;1912,14;0
53;2020-S48;305365,00;304,00;4634,00;99,55;6,56;1517,53;0
54;2020-S44;730398,00;3186,00;27700,00;436,20;11,50;3792,45;0
54;2020-S45;730398,00;2635,00;26334,00;360,76;10,01;3605,43;0
54;2020-S46;730398,00;1649,00;19803,00;225,77;8,33;2711,26;0
54;2020-S47;730398,00;1253,00;17794,00;171,55;7,04;2436,21;0
54;2020-S48;730398,00;967,00;16540,00;132,39;5,85;2264,52;0
55;2020-S44;181641,00;599,00;4934,00;329,77;12,14;2716,35;0
55;2020-S45;181641,00;695,00;5455,00;382,62;12,74;3003,18;0
55;2020-S46;181641,00;377,00;4321,00;207,55;8,72;2378,87;0
55;2020-S47;181641,00;330,00;3829,00;181,68;8,62;2108,00;0
55;2020-S48;181641,00;284,00;3596,00;156,35;7,90;1979,73;0
56;2020-S44;755566,00;1464,00;14807,00;193,76;9,89;1959,72;0
56;2020-S45;755566,00;1498,00;14846,00;198,26;10,09;1964,88;0
56;2020-S46;755566,00;931,00;12579,00;123,22;7,40;1664,84;0
56;2020-S47;755566,00;588,00;10683,00;77,82;5,50;1413,91;0
56;2020-S48;755566,00;343,00;9698,00;45,40;3,54;1283,54;0
57;2020-S44;1035866,00;4432,00;36794,00;427,85;12,05;3552,00;0
57;2020-S45;1035866,00;4498,00;37598,00;434,23;11,96;3629,62;0
57;2020-S46;1035866,00;2942,00;28224,00;284,01;10,42;2724,68;0
57;2020-S47;1035866,00;2227,00;25177,00;214,99;8,85;2430,53;0
57;2020-S48;1035866,00;1649,00;21809,00;159,19;7,56;2105,39;0
58;2020-S44;199596,00;720,00;5613,00;360,73;12,83;2812,18;0
58;2020-S45;199596,00;725,00;6911,00;363,23;10,49;3462,49;0
58;2020-S46;199596,00;435,00;5578,00;217,94;7,80;2794,65;0
58;2020-S47;199596,00;342,00;5210,00;171,35;6,56;2610,27;0
58;2020-S48;199596,00;243,00;3894,00;121,75;6,24;1950,94;0
59;2020-S44;2588988,00;20947,00;126585,00;809,08;16,55;4889,36;0
59;2020-S45;2588988,00;15571,00;110539,00;601,43;14,09;4269,58;0
59;2020-S46;2588988,00;8348,00;77177,00;322,44;10,82;2980,97;0
59;2020-S47;2588988,00;5422,00;60615,00;209,43;8,94;2341,26;0
59;2020-S48;2588988,00;3528,00;50937,00;136,27;6,93;1967,45;0
60;2020-S44;825077,00;3752,00;22708,00;454,75;16,52;2752,23;0
60;2020-S45;825077,00;3658,00;23390,00;443,35;15,64;2834,89;0
60;2020-S46;825077,00;1989,00;17575,00;241,07;11,32;2130,10;0
60;2020-S47;825077,00;1357,00;14579,00;164,47;9,31;1766,99;0
60;2020-S48;825077,00;929,00;13055,00;112,60;7,12;1582,28;0
61;2020-S44;276903,00;909,00;6437,00;328,27;14,12;2324,64;0
61;2020-S45;276903,00;857,00;7137,00;309,49;12,01;2577,44;0
61;2020-S46;276903,00;678,00;6654,00;244,85;10,19;2403,01;0
61;2020-S47;276903,00;550,00;7440,00;198,63;7,39;2686,86;0
61;2020-S48;276903,00;416,00;6945,00;150,23;5,99;2508,10;0
62;2020-S44;1452778,00;8358,00;53772,00;575,31;15,54;3701,32;0
62;2020-S45;1452778,00;7811,00;57623,00;537,66;13,56;3966,40;0
62;2020-S46;1452778,00;4933,00;43420,00;339,56;11,36;2988,76;0
62;2020-S47;1452778,00;3082,00;34624,00;212,15;8,90;2383,30;0
62;2020-S48;1452778,00;1833,00;26464,00;126,17;6,93;1821,61;0
63;2020-S44;660240,00;3669,00;24663,00;555,71;14,88;3735,46;0
63;2020-S45;660240,00;3327,00;23783,00;503,91;13,99;3602,17;0
63;2020-S46;660240,00;1869,00;18046,00;283,08;10,36;2733,25;0
63;2020-S47;660240,00;1043,00;14576,00;157,97;7,16;2207,68;0
63;2020-S48;660240,00;710,00;10968,00;107,54;6,47;1661,21;0
64;2020-S44;683169,00;3640,00;28193,00;532,81;12,91;4126,80;0
64;2020-S45;683169,00;3297,00;27477,00;482,60;12,00;4021,99;0
64;2020-S46;683169,00;1802,00;22279,00;263,77;8,09;3261,13;0
64;2020-S47;683169,00;1187,00;17576,00;173,75;6,75;2572,72;0
64;2020-S48;683169,00;911,00;15245,00;133,35;5,98;2231,51;0
65;2020-S44;226839,00;1152,00;7453,00;507,85;15,46;3285,59;0
65;2020-S45;226839,00;1148,00;8259,00;506,09;13,90;3640,91;0
65;2020-S46;226839,00;965,00;7055,00;425,41;13,68;3110,14;0
65;2020-S47;226839,00;573,00;5447,00;252,60;10,52;2401,26;0
65;2020-S48;226839,00;394,00;4603,00;173,69;8,56;2029,19;0
66;2020-S44;479000,00;1776,00;17170,00;370,77;10,34;3584,55;0
66;2020-S45;479000,00;1352,00;15811,00;282,25;8,55;3300,84;0
66;2020-S46;479000,00;639,00;12383,00;133,40;5,16;2585,18;0
66;2020-S47;479000,00;333,00;10359,00;69,52;3,21;2162,63;0
66;2020-S48;479000,00;178,00;8552,00;37,16;2,08;1785,39;0
67;2020-S44;1132607,00;6756,00;55982,00;596,50;12,07;4942,76;0
67;2020-S45;1132607,00;5787,00;50455,00;510,95;11,47;4454,77;0
67;2020-S46;1132607,00;2872,00;35573,00;253,57;8,07;3140,81;0
67;2020-S47;1132607,00;2099,00;28633,00;185,32;7,33;2528,06;0
67;2020-S48;1132607,00;1281,00;23882,00;113,10;5,36;2108,59;0
68;2020-S44;763204,00;2985,00;24197,00;391,11;12,34;3170,45;0
68;2020-S45;763204,00;3413,00;26291,00;447,19;12,98;3444,82;0
68;2020-S46;763204,00;1993,00;20327,00;261,14;9,80;2663,38;0
68;2020-S47;763204,00;1489,00;18044,00;195,10;8,25;2364,24;0
68;2020-S48;763204,00;1099,00;15092,00;144,00;7,28;1977,45;0
69;2020-S44;1876051,00;17069,00;79005,00;909,84;21,60;4211,24;0
69;2020-S45;1876051,00;16343,00;75059,00;871,14;21,77;4000,90;0
69;2020-S46;1876051,00;7529,00;46452,00;401,32;16,21;2476,05;0
69;2020-S47;1876051,00;4392,00;37248,00;234,11;11,79;1985,45;0
69;2020-S48;1876051,00;3009,00;30512,00;160,39;9,86;1626,40;0
70;2020-S44;233194,00;983,00;6575,00;421,54;14,95;2819,54;0
70;2020-S45;233194,00;1123,00;7707,00;481,57;14,57;3304,97;0
70;2020-S46;233194,00;769,00;6426,00;329,77;11,97;2755,65;0
70;2020-S47;233194,00;547,00;5594,00;234,57;9,78;2398,86;0
70;2020-S48;233194,00;374,00;4638,00;160,38;8,06;1988,90;0
71;2020-S44;547824,00;3998,00;21223,00;729,80;18,84;3874,05;0
71;2020-S45;547824,00;3895,00;22311,00;710,99;17,46;4072,66;0
71;2020-S46;547824,00;2124,00;16307,00;387,72;13,03;2976,69;0
71;2020-S47;547824,00;1363,00;13111,00;248,80;10,40;2393,29;0
71;2020-S48;547824,00;960,00;11242,00;175,24;8,54;2052,12;0
72;2020-S44;560227,00;1544,00;13149,00;275,60;11,74;2347,08;0
72;2020-S45;560227,00;1615,00;14415,00;288,28;11,20;2573,06;0
72;2020-S46;560227,00;1090,00;11845,00;194,56;9,20;2114,32;0
72;2020-S47;560227,00;759,00;10165,00;135,48;7,47;1814,44;0
72;2020-S48;560227,00;556,00;9618,00;99,25;5,78;1716,80;0
73;2020-S44;432548,00;4646,00;14789,00;1074,10;31,42;3419,04;0
73;2020-S45;432548,00;4820,00;16013,00;1114,33;30,10;3702,02;0
73;2020-S46;432548,00;2542,00;11825,00;587,68;21,50;2733,80;0
73;2020-S47;432548,00;1521,00;9543,00;351,64;15,94;2206,23;0
73;2020-S48;432548,00;956,00;7724,00;221,02;12,38;1785,70;0
74;2020-S44;828405,00;9140,00;30252,00;1103,33;30,21;3651,84;0
74;2020-S45;828405,00;9127,00;31968,00;1101,76;28,55;3858,98;0
74;2020-S46;828405,00;5420,00;22671,00;654,27;23,91;2736,70;0
74;2020-S47;828405,00;3982,00;20254,00;480,68;19,66;2444,94;0
